id,luas_ruangan_m2,jenis_dinding,ketebalan_dinding_cm,material_dinding,luas_dinding_m2,sumber_suara,intensitas_suara_awal_db,target_suara_db,frekuensi_dominan,kelas_anggaran,kelas_frekuensi,material_peredam,ketebalan_peredam_mm,sistem_pemasangan,estimasi_noise_reduction_db,estimasi_suara_di_luar_db,jarak_hingga_40db_m,estimasi_biaya_rp,tingkat_rekomendasi,delta_db,estimasi_absorpsi_A,koreksi_geometri_db,tl_required_db
101,104.1,Beton,10.0,Beton bertulang,108.8,Pompa air,79,35,250 Hz-1 kHz,Standar,mid,Glasswool 24 kg/m3,25,Ditempel langsung ke dinding,47.0,32.0,0.0,14700000,Tinggi,44,25.82,6.246726574317596,50.2467265743176
102,92.9,Hebel,20.0,Bata ringan AAC,112.9,Lalu lintas,78,45,125 Hz-1 kHz,Ekonomis,low,Rockwool 60 kg/m3,25,Ditempel langsung ke dinding,38.0,40.0,0.0,16350000,Tinggi,33,23.580000000000002,6.8015014116589745,39.801501411658975
103,65.2,Hebel,20.0,Bata ringan AAC,104.5,Studio band,100,50,50 Hz-5 kHz,Standar,low,Rockwool 60 kg/m3,50,Peredam + gypsum double 2x12 mm,46.6,53.4,4.7,32400000,Rendah,50,18.04,7.628797572411498,57.6287975724115
104,21.8,Beton,15.0,Beton bertulang,54.8,Genset,109,50,63 Hz-500 Hz,Standar,low,Rockwool 60 kg/m3,100,Peredam + gypsum 12 mm,55.7,53.3,4.6,17250000,Rendah,59,9.36,7.67504709746264,66.67504709746264
105,50.7,Hebel,12.5,Bata ringan AAC,96.2,Genset,105,50,63 Hz-500 Hz,Standar,low,Rockwool 60 kg/m3,75,Peredam + rongga udara 5 cm + gypsum 12mm,47.9,57.1,7.2,29800000,Rendah,55,15.14,8.03049196873759,63.03049196873759
106,41.9,Kayu,5.0,Multiplek / papan kayu,82.6,Anak bermain,78,40,500 Hz-4 kHz,Premium,high,Glasswool 24 kg/m3,50,Ditempel langsung ke dinding,36.8,41.2,1.1,13200000,Sedang,38,13.38,7.905239338885779,45.90523933888578
107,55.4,Gypsum,15.0,Gypsum board 2x12mm + rangka,107.2,Home theater,100,45,40 Hz-2 kHz,Premium,low,Rockwool + MLV 5 kg/m2,75,Peredam + rongga udara 5 cm + gypsum 12mm,54.4,45.6,1.9,52550000,Sedang,55,16.08,8.239087409443188,63.23908740944319
108,20.8,Hebel,12.5,Bata ringan AAC,61.1,Kompresor,94,50,125 Hz-2 kHz,Ekonomis,low,Rockwool 60 kg/m3,50,Ditempel langsung ke dinding,36.7,57.3,7.3,10700000,Rendah,44,9.16,8.241457365747038,52.24145736574704
109,24.0,Batako,10.0,Batako press,62.2,Pompa air,73,30,250 Hz-1 kHz,Standar,mid,Greenwool / PET fiber,50,Ditempel langsung ke dinding,42.9,30.1,0.0,12150000,Sedang,43,9.8,8.02564308998324,51.02564308998324
110,15.2,Hebel,7.5,Bata ringan AAC,52.9,Lalu lintas,84,50,125 Hz-1 kHz,Premium,low,Rockwool 60 kg/m3,50,Ditempel langsung ke dinding,33.2,50.8,3.5,9250000,Sedang,34,8.04,8.181996232867345,42.18199623286735
111,15.8,Bata,10.0,Bata merah plester,44.4,Studio band,100,45,50 Hz-5 kHz,Premium,low,Rockwool + MLV 5 kg/m2,75,Ditempel langsung ke dinding,52.4,47.6,2.4,17300000,Sedang,55,8.16,7.3569281136075855,62.35692811360759
112,54.9,Beton,12.0,Beton bertulang,120.1,Home theater,94,40,40 Hz-2 kHz,Standar,low,Rockwool 60 kg/m3,50,Peredam + gypsum double 2x12 mm,51.8,42.2,1.3,37250000,Sedang,54,15.98,8.759662324249334,62.759662324249334
113,50.6,Kayu,5.0,Multiplek / papan kayu,113.7,Pompa air,72,45,250 Hz-1 kHz,Ekonomis,mid,Greenwool / PET fiber,25,Ditempel langsung ke dinding,30.4,41.6,1.2,17600000,Tinggi,27,15.120000000000001,8.76208673522547,35.762086735225466
114,46.2,Bata,10.0,Bata merah plester,94.4,Mesin produksi,105,50,125 Hz-1 kHz,Premium,low,Rockwool + MLV 5 kg/m2,50,Peredam + gypsum 12 mm,54.4,50.6,3.4,40100000,Sedang,55,14.24,8.214620049972314,63.21462004997231
115,106.7,Beton,10.0,Beton bertulang,109.6,Studio band,101,50,50 Hz-5 kHz,Premium,low,Rockwool 60 kg/m3,50,Peredam + rongga udara 5 cm + gypsum 12mm,50.8,50.2,3.2,30150000,Sedang,51,26.340000000000003,6.191947835225853,57.191947835225854
116,109.7,Beton,20.0,Beton bertulang,158.3,AC outdoor,60,30,250 Hz-2 kHz,Standar,mid,Greenwool / PET fiber,25,Ditempel langsung ke dinding,48.7,11.299999999999997,0.0,24550000,Tinggi,30,26.94,7.690833234753891,37.69083323475389
117,78.1,Beton,20.0,Beton bertulang,102.1,Home theater,89,35,40 Hz-2 kHz,Ekonomis,low,Rockwool 60 kg/m3,50,Ditempel langsung ke dinding,51.1,37.9,0.0,17850000,Sedang,54,20.619999999999997,6.947370811394125,60.94737081139412
118,117.5,Beton,15.0,Beton bertulang,111.4,Home theater,86,35,40 Hz-2 kHz,Premium,low,Rockwool 60 kg/m3,100,Ditempel langsung ke dinding,51.3,34.7,0.0,27300000,Tinggi,51,28.5,5.920403308291999,56.920403308292
119,106.6,Beton,10.0,Beton bertulang,144.0,Studio band,101,50,50 Hz-5 kHz,Ekonomis,low,Rockwool 60 kg/m3,50,Ditempel langsung ke dinding,40.9,60.1,10.1,25200000,Rendah,51,26.32,7.380766071533317,58.380766071533316
120,100.6,Kayu,5.0,Multiplek / papan kayu,132.8,Home theater,88,40,40 Hz-2 kHz,Standar,low,Rockwool 60 kg/m3,75,Peredam + rongga udara 5 cm + gypsum 12mm,38.7,49.3,2.9,41150000,Rendah,48,25.12,7.231784399668402,55.2317843996684
121,47.9,Hebel,7.5,Bata ringan AAC,83.3,Bengkel las,101,50,500 Hz-8 kHz,Premium,high,Glasswool 24 kg/m3,75,Peredam + rongga udara 5 cm + gypsum 12mm,48.1,52.9,4.4,24150000,Sedang,51,14.58,7.568874774248318,58.568874774248314
122,96.6,Gypsum,7.0,Gypsum board 2x12mm + rangka,110.5,Bengkel las,93,45,500 Hz-8 kHz,Premium,high,Rockwool 60 kg/m3,50,Peredam + gypsum double 2x12 mm,46.1,46.9,2.2,34250000,Sedang,48,24.32,6.573987074204322,54.573987074204325
123,100.0,Bata,25.0,Bata merah plester,120.0,AC outdoor,66,40,250 Hz-2 kHz,Standar,mid,Glasswool 24 kg/m3,25,Ditempel langsung ke dinding,50.6,15.399999999999999,0.0,16200000,Tinggi,26,25.0,6.812412373755872,32.81241237375587
124,86.2,Bata,20.0,Bata merah plester,124.0,Lalu lintas,81,50,125 Hz-1 kHz,Standar,low,Glasswool 24 kg/m3,75,Ditempel langsung ke dinding,44.2,36.8,0.0,23550000,Tinggi,31,22.240000000000002,7.462869022522152,38.46286902252215
125,64.3,Kayu,8.0,Multiplek / papan kayu,99.9,Bengkel las,92,45,500 Hz-8 kHz,Premium,high,Rockwool 60 kg/m3,75,Ditempel langsung ke dinding,43.0,49.0,2.8,21000000,Rendah,47,17.86,7.476840336734547,54.47684033673455
126,53.5,Hebel,7.5,Bata ringan AAC,120.3,Ruang rapat,57,35,500 Hz-4 kHz,Standar,high,Glasswool 24 kg/m3,25,Ditempel langsung ke dinding,37.3,19.700000000000003,0.0,16250000,Tinggi,22,15.700000000000001,8.84365974930611,30.84365974930611
127,64.6,Batako,20.0,Batako press,134.6,Karaoke,92,45,80 Hz-4 kHz,Standar,low,Glasswool 24 kg/m3,50,Peredam + gypsum 12 mm,44.8,47.2,2.3,30950000,Sedang,47,17.92,8.757070545618516,55.75707054561852
128,47.7,Kayu,5.0,Multiplek / papan kayu,92.3,Anak bermain,74,50,500 Hz-4 kHz,Standar,high,Rockwool 60 kg/m3,25,Ditempel langsung ke dinding,31.9,42.1,1.3,13400000,Tinggi,24,14.540000000000001,8.02637294502893,32.02637294502893
129,34.6,Hebel,20.0,Bata ringan AAC,77.6,Ruang rapat,62,35,500 Hz-4 kHz,Ekonomis,high,Rockwool 60 kg/m3,50,Ditempel langsung ke dinding,47.0,15.0,0.0,13600000,Tinggi,27,11.920000000000002,8.135854658539706,35.13585465853971
130,117.2,Beton,12.0,Beton bertulang,147.1,Genset,100,45,63 Hz-500 Hz,Standar,low,Rockwool 60 kg/m3,100,Peredam + gypsum 12 mm,52.5,47.5,2.4,46350000,Sedang,55,28.44,7.136830806698013,62.136830806698015
131,30.7,Beton,10.0,Beton bertulang,74.2,Bengkel las,99,50,500 Hz-8 kHz,Standar,high,Greenwool / PET fiber,25,Ditempel langsung ke dinding,45.5,53.5,4.7,11500000,Rendah,49,11.14,8.23518714441317,57.23518714441317
132,107.3,Hebel,10.0,Bata ringan AAC,142.0,Kompresor,98,45,125 Hz-2 kHz,Premium,low,Rockwool + MLV 5 kg/m2,75,Peredam + rongga udara 5 cm + gypsum 12mm,55.8,42.2,1.3,69600000,Tinggi,53,26.46,7.2969850453157425,60.29698504531574
133,90.9,Hebel,20.0,Bata ringan AAC,114.2,Anak bermain,73,50,500 Hz-4 kHz,Standar,high,Glasswool 24 kg/m3,25,Ditempel langsung ke dinding,44.0,29.0,0.0,15400000,Tinggi,23,23.180000000000003,6.92552672282252,29.925526722822518
134,84.4,Kayu,8.0,Multiplek / papan kayu,103.7,Genset,103,50,63 Hz-500 Hz,Premium,low,Rockwool + MLV 5 kg/m2,50,Peredam + gypsum double 2x12 mm,48.1,54.9,5.6,50800000,Rendah,53,21.880000000000003,6.757314387276478,59.75731438727648
135,36.8,Kayu,8.0,Multiplek / papan kayu,91.9,Percakapan,68,50,500 Hz-2 kHz,Standar,mid,Greenwool / PET fiber,25,Ditempel langsung ke dinding,31.2,36.8,0.0,14250000,Tinggi,18,12.36,8.712970406333142,26.71297040633314
136,52.1,Hebel,7.5,Bata ringan AAC,119.1,Musik / audio,76,40,250 Hz-4 kHz,Standar,mid,Rockwool 60 kg/m3,25,Ditempel langsung ke dinding,34.0,42.0,1.3,17250000,Sedang,36,15.420000000000002,8.878273877678392,44.878273877678396
137,59.7,Bata,25.0,Bata merah plester,98.3,AC outdoor,60,40,250 Hz-2 kHz,Ekonomis,mid,Rockwool 60 kg/m3,25,Ditempel langsung ke dinding,52.0,8.0,0.0,14250000,Tinggi,20,16.94,7.636401118374474,27.636401118374472
138,52.6,Kayu,8.0,Multiplek / papan kayu,86.7,Lalu lintas,81,30,125 Hz-1 kHz,Standar,low,Rockwool 60 kg/m3,75,Peredam + rongga udara 5 cm + gypsum 12mm,42.5,38.5,0.0,26900000,Rendah,51,15.520000000000001,7.471273805540406,58.471273805540406
139,17.3,Bata,10.0,Bata merah plester,64.9,Karaoke,96,50,80 Hz-4 kHz,Standar,low,Rockwool 60 kg/m3,100,Ditempel langsung ke dinding,43.9,52.1,4.0,15900000,Sedang,46,8.46,8.848743337613456,54.848743337613456
140,119.4,Gypsum,10.0,Gypsum board 2x12mm + rangka,164.8,Home theater,89,35,40 Hz-2 kHz,Premium,low,Rockwool + MLV 5 kg/m2,75,Peredam + gypsum double 2x12 mm,49.4,39.6,0.0,86500000,Rendah,54,28.880000000000003,7.5636001846349545,61.56360018463496
141,99.4,Kayu,8.0,Multiplek / papan kayu,117.5,Karaoke,98,50,80 Hz-4 kHz,Premium,low,Rockwool + MLV 5 kg/m2,75,Ditempel langsung ke dinding,42.7,55.3,5.8,45800000,Rendah,48,24.880000000000003,6.741874905889739,54.74187490588974
142,96.0,Batako,15.0,Batako press,113.3,Kompresor,93,45,125 Hz-2 kHz,Premium,low,Glasswool 24 kg/m3,50,Peredam + rongga udara 5 cm + gypsum 12mm,44.7,48.3,2.6,29450000,Rendah,48,24.200000000000003,6.704145438829658,54.704145438829656
143,81.6,Hebel,10.0,Bata ringan AAC,119.6,Kompresor,87,45,125 Hz-2 kHz,Ekonomis,low,Rockwool 60 kg/m3,50,Ditempel langsung ke dinding,35.0,52.0,4.0,20950000,Rendah,42,21.32,7.489439792978574,49.48943979297857
144,18.5,Batako,10.0,Batako press,60.6,Home theater,96,45,40 Hz-2 kHz,Premium,low,Rockwool 60 kg/m3,75,Peredam + rongga udara 5 cm + gypsum 12mm,48.0,48.0,2.5,18800000,Sedang,51,8.7,8.429533715476678,59.42953371547668
145,20.3,Hebel,20.0,Bata ringan AAC,58.9,Home theater,99,50,40 Hz-2 kHz,Premium,low,Rockwool 60 kg/m3,75,Peredam + gypsum 12 mm,46.4,52.6,4.3,16500000,Sedang,49,9.06,8.129870971102886,57.12987097110289
146,83.2,Beton,10.0,Beton bertulang,113.6,Ruang rapat,61,30,500 Hz-4 kHz,Premium,high,Glasswool 24 kg/m3,25,Ditempel langsung ke dinding,47.6,13.399999999999999,0.0,15350000,Tinggi,31,21.64,7.201210749404682,38.20121074940468
147,35.0,Hebel,15.0,Bata ringan AAC,71.5,AC outdoor,61,45,250 Hz-2 kHz,Ekonomis,mid,Rockwool 60 kg/m3,25,Ditempel langsung ke dinding,41.4,19.6,0.0,10350000,Tinggi,16,12.0,7.751247957534558,23.75124795753456
148,26.8,Beton,10.0,Beton bertulang,68.4,Lalu lintas,85,40,125 Hz-1 kHz,Premium,low,Glasswool 24 kg/m3,75,Ditempel langsung ke dinding,40.2,44.8,1.7,13000000,Rendah,45,10.36,8.19696346310902,53.19696346310902
149,29.0,Kayu,5.0,Multiplek / papan kayu,73.7,Percakapan,55,40,500 Hz-2 kHz,Ekonomis,mid,Rockwool 60 kg/m3,25,Ditempel langsung ke dinding,28.5,26.5,0.0,10700000,Tinggi,15,10.8,8.340437323721018,23.34043732372102
150,62.7,Bata,25.0,Bata merah plester,86.8,Ruang rapat,68,35,500 Hz-4 kHz,Standar,high,Polyester fiber board,25,Ditempel langsung ke dinding,53.1,14.899999999999999,0.0,13900000,Tinggi,33,17.54,6.9449013614647015,39.9449013614647
151,40.5,Gypsum,10.0,Gypsum board 2x12mm + rangka,83.3,AC outdoor,61,40,250 Hz-2 kHz,Ekonomis,mid,Glasswool 24 kg/m3,50,Ditempel langsung ke dinding,34.4,26.6,0.0,13350000,Tinggi,21,13.1,8.033737057510233,29.033737057510233
152,47.3,Hebel,20.0,Bata ringan AAC,86.4,Bengkel las,93,45,500 Hz-8 kHz,Standar,high,Glasswool 24 kg/m3,50,Ditempel langsung ke dinding,47.2,45.8,1.9,13800000,Sedang,48,14.459999999999999,7.763454495203813,55.76345449520382
153,96.0,Kayu,5.0,Multiplek / papan kayu,109.3,AC outdoor,72,50,250 Hz-2 kHz,Standar,mid,Glasswool 24 kg/m3,25,Ditempel langsung ke dinding,31.8,40.2,1.0,14750000,Tinggi,22,24.200000000000003,6.548047959692714,28.548047959692713
154,76.6,Beton,20.0,Beton bertulang,105.8,AC outdoor,72,50,250 Hz-2 kHz,Ekonomis,mid,Greenwool / PET fiber,25,Ditempel langsung ke dinding,50.1,21.9,0.0,16400000,Tinggi,22,20.32,7.165619640872853,29.165619640872855
155,32.6,Kayu,5.0,Multiplek / papan kayu,89.1,Home theater,88,40,40 Hz-2 kHz,Premium,low,Rockwool + MLV 5 kg/m2,75,Peredam + gypsum 12 mm,42.2,45.8,1.9,41000000,Rendah,48,11.52,8.884252249496816,56.88425224949682
156,49.9,Kayu,5.0,Multiplek / papan kayu,91.1,AC outdoor,68,40,250 Hz-2 kHz,Ekonomis,mid,Glasswool 24 kg/m3,25,Ditempel langsung ke dinding,29.6,38.4,0.0,12300000,Tinggi,28,14.98,7.840065636095506,35.8400656360955
157,64.3,Kayu,5.0,Multiplek / papan kayu,97.7,Bengkel las,103,50,500 Hz-8 kHz,Standar,high,Glasswool 24 kg/m3,75,Peredam + gypsum double 2x12 mm,50.2,52.8,4.4,31750000,Sedang,53,17.86,7.380131091662454,60.380131091662456
158,74.7,Batako,20.0,Batako press,104.6,Kompresor,88,35,125 Hz-2 kHz,Premium,low,Rockwool 60 kg/m3,50,Peredam + rongga udara 5 cm + gypsum 12mm,50.6,37.4,0.0,28750000,Sedang,53,19.94,7.1980653055561845,60.198065305556185
159,10.0,Batako,10.0,Batako press,39.7,Anak bermain,62,35,500 Hz-4 kHz,Standar,high,Glasswool 24 kg/m3,25,Ditempel langsung ke dinding,44.3,17.700000000000003,0.0,5350000,Tinggi,27,7.0,7.536924667488583,34.536924667488584
160,59.0,Gypsum,10.0,Gypsum board 2x12mm + rangka,101.7,Genset,99,45,63 Hz-500 Hz,Standar,low,Rockwool 60 kg/m3,75,Peredam + rongga udara 5 cm + gypsum 12mm,39.1,59.9,9.9,31550000,Rendah,54,16.8,7.820116711968818,61.820116711968815
161,83.3,Batako,15.0,Batako press,132.0,Percakapan,56,30,500 Hz-2 kHz,Ekonomis,mid,Rockwool 60 kg/m3,50,Ditempel langsung ke dinding,46.4,9.600000000000001,0.0,23100000,Tinggi,26,21.66,7.849154789165482,33.84915478916548
162,43.5,Bata,20.0,Bata merah plester,87.9,Anak bermain,75,50,500 Hz-4 kHz,Ekonomis,high,Greenwool / PET fiber,25,Ditempel langsung ke dinding,49.5,25.5,0.0,13600000,Tinggi,25,13.700000000000001,8.07268307917365,33.07268307917365
163,27.5,Batako,20.0,Batako press,58.1,Karaoke,90,50,80 Hz-4 kHz,Standar,low,Busa akustik (foam),50,Ditempel langsung ke dinding,36.6,53.4,4.7,10750000,Rendah,40,10.5,7.429868333203926,47.42986833320393
164,41.5,Gypsum,12.0,Gypsum board 2x12mm + rangka,75.3,Karaoke,104,50,80 Hz-4 kHz,Premium,low,Rockwool + MLV 5 kg/m2,100,Peredam + rongga udara 5 cm + gypsum 12mm,50.8,53.2,4.6,39550000,Rendah,54,13.3,7.529433352336148,61.52943335233615
165,73.9,Gypsum,12.0,Gypsum board 2x12mm + rangka,101.8,Karaoke,97,45,80 Hz-4 kHz,Premium,low,Rockwool + MLV 5 kg/m2,75,Peredam + rongga udara 5 cm + gypsum 12mm,50.9,46.1,2.0,49900000,Sedang,52,19.78,7.115214907395794,59.115214907395796
166,26.5,Hebel,15.0,Bata ringan AAC,56.1,Home theater,89,45,40 Hz-2 kHz,Premium,low,Rockwool 60 kg/m3,75,Peredam + rongga udara 5 cm + gypsum 12mm,47.0,42.0,1.3,17400000,Tinggi,44,10.3,7.361256365509892,51.36125636550989
167,68.3,Batako,15.0,Batako press,133.5,Studio band,102,50,50 Hz-5 kHz,Premium,low,Rockwool 60 kg/m3,75,Peredam + rongga udara 5 cm + gypsum 12mm,51.2,50.8,3.5,41400000,Sedang,52,18.66,8.54569626290113,60.54569626290113
168,92.4,Hebel,20.0,Bata ringan AAC,144.9,Musik / audio,92,45,250 Hz-4 kHz,Premium,mid,Glasswool 24 kg/m3,75,Ditempel langsung ke dinding,47.2,44.8,1.7,27550000,Tinggi,47,23.48,7.903702928955978,54.90370292895598
169,44.6,Hebel,20.0,Bata ringan AAC,75.9,Studio band,97,45,50 Hz-5 kHz,Premium,low,Rockwool 60 kg/m3,100,Peredam + rongga udara 5 cm + gypsum 12mm,52.6,44.4,1.7,26200000,Tinggi,52,13.92,7.366025406209371,59.366025406209374
170,104.1,Batako,20.0,Batako press,112.2,Pompa air,81,30,250 Hz-1 kHz,Standar,mid,Glasswool 24 kg/m3,50,Ditempel langsung ke dinding,50.7,30.299999999999997,0.0,17950000,Sedang,51,25.82,6.380366189897412,57.380366189897416
171,47.3,Gypsum,7.0,Gypsum board 2x12mm + rangka,71.7,Studio band,113,50,50 Hz-5 kHz,Premium,low,Rockwool + MLV 5 kg/m2,100,Room-in-room (rangka mengambang + 2x gypsum),55.2,57.8,7.8,49850000,Rendah,63,14.459999999999999,6.953508627092882,69.95350862709289
172,19.8,Hebel,15.0,Bata ringan AAC,71.4,Anak bermain,79,35,500 Hz-4 kHz,Standar,high,Glasswool 24 kg/m3,25,Ditempel langsung ke dinding,39.9,39.1,0.0,9650000,Rendah,44,8.96,9.013902021140492,53.013902021140495
173,12.1,Batako,10.0,Batako press,40.1,Anak bermain,74,45,500 Hz-4 kHz,Premium,high,Rockwool 60 kg/m3,25,Ditempel langsung ke dinding,41.9,32.1,0.0,5800000,Tinggi,29,7.42,7.327404673411553,36.32740467341155
174,111.4,Kayu,12.0,Multiplek / papan kayu,114.2,Lalu lintas,77,30,125 Hz-1 kHz,Premium,low,Rockwool 60 kg/m3,50,Peredam + gypsum double 2x12 mm,45.2,31.799999999999997,0.0,35400000,Sedang,47,27.28,6.21821737925388,53.21821737925388
175,116.2,Beton,15.0,Beton bertulang,122.0,Mesin produksi,96,45,125 Hz-1 kHz,Premium,low,Rockwool 60 kg/m3,75,Ditempel langsung ke dinding,51.3,44.7,1.7,25600000,Tinggi,51,28.240000000000002,6.354951382949821,57.35495138294982
176,15.2,Gypsum,15.0,Gypsum board 2x12mm + rangka,45.6,Percakapan,61,40,500 Hz-2 kHz,Standar,mid,Greenwool / PET fiber,25,Ditempel langsung ke dinding,36.1,24.9,0.0,7050000,Tinggi,21,8.04,7.5370879391598375,28.53708793915984
177,37.5,Hebel,12.5,Bata ringan AAC,68.0,Kompresor,90,50,125 Hz-2 kHz,Ekonomis,low,Rockwool 60 kg/m3,50,Ditempel langsung ke dinding,37.8,52.2,4.1,11900000,Sedang,40,12.5,7.355988996981799,47.3559889969818
178,60.9,Kayu,5.0,Multiplek / papan kayu,100.9,Home theater,92,40,40 Hz-2 kHz,Premium,low,Rockwool + MLV 5 kg/m2,100,Room-in-room (rangka mengambang + 2x gypsum),57.1,34.9,0.0,70150000,Tinggi,52,17.18,7.688680067416871,59.68868006741687
179,111.8,Batako,10.0,Batako press,172.3,Karaoke,87,50,80 Hz-4 kHz,Premium,low,Rockwool 60 kg/m3,25,Ditempel langsung ke dinding,35.1,51.9,3.9,25000000,Sedang,37,27.36,7.991691843999499,44.9916918439995
180,24.8,Kayu,10.0,Multiplek / papan kayu,63.6,Home theater,99,45,40 Hz-2 kHz,Standar,low,Rockwool 60 kg/m3,75,Peredam + rongga udara 5 cm + gypsum 12mm,45.6,53.4,4.7,19700000,Rendah,54,9.96,8.05197777224715,62.05197777224715
181,36.4,Batako,15.0,Batako press,65.5,Anak bermain,69,40,500 Hz-4 kHz,Standar,high,Glasswool 24 kg/m3,25,Ditempel langsung ke dinding,47.6,21.4,0.0,8850000,Tinggi,29,12.280000000000001,7.2704293318663415,36.27042933186634
182,26.0,Batako,10.0,Batako press,59.7,Bengkel las,96,50,500 Hz-8 kHz,Premium,high,Rockwool 60 kg/m3,25,Ditempel langsung ke dinding,41.4,54.6,5.4,8650000,Rendah,46,10.2,7.6737415936745155,53.673741593674514
183,119.8,Batako,15.0,Batako press,121.8,Mesin produksi,98,45,125 Hz-1 kHz,Ekonomis,low,Rockwool 60 kg/m3,50,Ditempel langsung ke dinding,40.8,57.2,7.2,21300000,Rendah,53,28.96,6.238487307717473,59.23848730771747
184,117.6,Hebel,10.0,Bata ringan AAC,122.1,AC outdoor,70,50,250 Hz-2 kHz,Ekonomis,mid,Greenwool / PET fiber,25,Ditempel langsung ke dinding,36.6,33.4,0.0,18950000,Tinggi,20,28.52,6.315661427650545,26.315661427650546
185,13.5,Hebel,15.0,Bata ringan AAC,52.5,Lalu lintas,75,35,125 Hz-1 kHz,Premium,low,Rockwool 60 kg/m3,50,Ditempel langsung ke dinding,36.5,38.5,0.0,9200000,Rendah,40,7.7,8.33668578233475,48.336685782334754
186,101.0,Beton,10.0,Beton bertulang,161.2,Home theater,91,40,40 Hz-2 kHz,Premium,low,Rockwool 60 kg/m3,100,Ditempel langsung ke dinding,48.7,42.3,1.3,39500000,Sedang,51,25.200000000000003,8.059644966875277,59.059644966875275
187,16.3,Beton,10.0,Beton bertulang,65.8,Percakapan,66,40,500 Hz-2 kHz,Ekonomis,mid,Rockwool 60 kg/m3,25,Ditempel langsung ke dinding,47.7,18.299999999999997,0.0,9550000,Tinggi,26,8.26,9.012458462935733,35.01245846293573
188,23.8,Batako,15.0,Batako press,61.4,Lalu lintas,81,30,125 Hz-1 kHz,Standar,low,Rockwool 60 kg/m3,75,Peredam + rongga udara 5 cm + gypsum 12mm,50.5,30.5,0.0,19050000,Sedang,51,9.760000000000002,7.987185534744759,58.98718553474476
189,112.5,Hebel,20.0,Bata ringan AAC,111.3,Ruang rapat,62,40,500 Hz-4 kHz,Standar,high,Glasswool 24 kg/m3,25,Ditempel langsung ke dinding,45.9,16.1,0.0,15050000,Tinggi,22,27.5,6.0716247050444565,28.071624705044457
190,58.6,Bata,20.0,Bata merah plester,87.8,AC outdoor,64,30,250 Hz-2 kHz,Ekonomis,mid,Greenwool / PET fiber,25,Ditempel langsung ke dinding,49.2,14.799999999999997,0.0,13600000,Tinggi,34,16.72,7.20258242803105,41.20258242803105
191,36.8,Bata,15.0,Bata merah plester,62.2,Ruang rapat,61,40,500 Hz-4 kHz,Ekonomis,high,Greenwool / PET fiber,25,Ditempel langsung ke dinding,48.3,12.700000000000003,0.0,9650000,Tinggi,21,12.36,7.017719139380217,28.01771913938022
192,20.4,Beton,20.0,Beton bertulang,53.8,Percakapan,63,30,500 Hz-2 kHz,Standar,mid,Rockwool 60 kg/m3,25,Ditempel langsung ke dinding,53.6,9.399999999999999,0.0,7800000,Tinggi,33,9.08,7.72696427145304,40.72696427145304
193,107.2,Bata,20.0,Bata merah plester,135.5,Home theater,99,50,40 Hz-2 kHz,Standar,low,Rockwool 60 kg/m3,25,Peredam + rongga udara 5 cm + gypsum 12mm,48.5,50.5,3.3,33200000,Sedang,49,26.44,7.096778443968219,56.09677844396822
194,52.9,Gypsum,7.0,Gypsum board 2x12mm + rangka,87.7,Genset,107,50,63 Hz-500 Hz,Premium,low,Rockwool + MLV 5 kg/m2,100,Room-in-room (rangka mengambang + 2x gypsum),52.2,54.8,5.5,60950000,Rendah,57,15.58,7.504321400294948,64.50432140029494
195,45.1,Gypsum,7.0,Gypsum board 2x12mm + rangka,89.5,Genset,102,50,63 Hz-500 Hz,Premium,low,Rockwool + MLV 5 kg/m2,100,Peredam + gypsum double 2x12 mm,49.4,52.6,4.3,50100000,Sedang,52,14.020000000000001,8.05075021685272,60.05075021685272
196,57.1,Bata,15.0,Bata merah plester,81.2,Kompresor,97,50,125 Hz-2 kHz,Premium,low,Rockwool 60 kg/m3,75,Ditempel langsung ke dinding,49.5,47.5,2.4,17050000,Tinggi,47,16.42,6.941828764577533,53.94182876457754
197,110.9,Kayu,10.0,Multiplek / papan kayu,143.8,Bengkel las,91,50,500 Hz-8 kHz,Ekonomis,high,Glasswool 24 kg/m3,25,Ditempel langsung ke dinding,38.6,52.4,4.2,19400000,Sedang,41,27.180000000000003,7.235094336503884,48.235094336503884
198,21.5,Bata,15.0,Bata merah plester,63.6,Musik / audio,76,50,250 Hz-4 kHz,Premium,mid,Polyester fiber board,25,Ditempel langsung ke dinding,47.0,29.0,0.0,10200000,Tinggi,26,9.3,8.349741670944788,34.34974167094479
199,57.8,Gypsum,10.0,Gypsum board 2x12mm + rangka,99.9,Kompresor,94,45,125 Hz-2 kHz,Standar,low,Rockwool 60 kg/m3,75,Peredam + rongga udara 5 cm + gypsum 12mm,41.5,52.5,4.2,30950000,Rendah,49,16.560000000000002,7.805051557771209,56.80505155777121
200,102.2,Gypsum,12.0,Gypsum board 2x12mm + rangka,126.8,Studio band,112,50,50 Hz-5 kHz,Premium,low,Rockwool + MLV 5 kg/m2,100,Room-in-room (rangka mengambang + 2x gypsum),58.6,53.4,4.7,88150000,Rendah,62,25.44,6.9760214656933766,68.97602146569338
201,35.9,Hebel,7.5,Bata ringan AAC,68.1,AC outdoor,72,50,250 Hz-2 kHz,Ekonomis,mid,Rockwool 60 kg/m3,25,Ditempel langsung ke dinding,32.3,39.7,0.0,9850000,Tinggi,22,12.18,7.474998236159286,29.474998236159287
